,w,C,gamma,accuracy
fold_id0,0.15,1.0,1.0,0.7410714285714286
fold_id1,0.25,1000.0,0.001,0.7678571428571429
fold_id2,0.25,1.0,1.0,0.7657657657657657
fold_id3,0.3,1.0,1.0,0.8108108108108109
fold_id4,0.15,1.0,1.0,0.7837837837837838
fold_id5,0.1,1.0,1.0,0.7747747747747747
fold_id6,0.1,10.0,0.1,0.7027027027027027
fold_id7,0.15,1.0,1.0,0.7297297297297297
fold_id8,0.2,1.0,1.0,0.7477477477477478
fold_id9,0.2,1.0,1.0,0.8018018018018018
