,w,C,gamma,accuracy
fold_id0,4e-01,1000.0,1.0,0.8495575221238938
fold_id1,0.4,1000.0,1.0,0.8230088495575221
fold_id2,0.4,1000.0,1.0,0.7610619469026548
fold_id3,0.4,1000.0,1.0,0.7787610619469026
fold_id4,0.4,1000.0,1.0,0.8053097345132744
fold_id5,0.4,1000.0,1.0,0.7256637168141593
fold_id6,0.4,1000.0,1.0,0.7410714285714286
fold_id7,0.4,1000.0,1.0,0.8214285714285714
fold_id8,0.4,1000.0,1.0,0.7410714285714286
fold_id9,0.4,1000.0,1.0,0.7767857142857143
