,w,C,gamma,accuracy
fold_id0,5.5e-01,1000.0,1.0,0.831858407079646
fold_id1,0.55,1000.0,1.0,0.7964601769911505
fold_id2,0.55,1000.0,1.0,0.7345132743362832
fold_id3,0.55,1000.0,1.0,0.7699115044247787
fold_id4,0.55,1000.0,1.0,0.8141592920353983
fold_id5,0.55,1000.0,1.0,0.7433628318584071
fold_id6,0.55,1000.0,1.0,0.7410714285714286
fold_id7,0.55,1000.0,1.0,0.8303571428571429
fold_id8,0.55,1000.0,1.0,0.7410714285714286
fold_id9,0.55,1000.0,1.0,0.7589285714285714
