,w,C,gamma,accuracy
fold_id0,1.0,10.0,0.1,0.5714285714285714
fold_id1,1.0,10.0,0.1,0.5714285714285714
fold_id2,1.0,10.0,0.1,0.5428571428571428
fold_id3,1.0,10.0,0.1,0.7428571428571429
fold_id4,1.0,10.0,0.1,0.6176470588235294
fold_id5,1.0,10.0,0.1,0.5
fold_id6,1.0,10.0,0.1,0.5588235294117647
fold_id7,1.0,10.0,0.1,0.5588235294117647
fold_id8,1.0,10.0,0.1,0.5
fold_id9,1.0,10.0,0.1,0.6764705882352942
