,w,C,gamma,accuracy
fold_id0,0.0,10.0,0.1,0.6
fold_id1,0.0,10.0,0.1,0.6285714285714286
fold_id2,0.0,10.0,0.1,0.6285714285714286
fold_id3,0.0,10.0,0.1,0.6
fold_id4,0.0,10.0,0.1,0.6176470588235294
fold_id5,0.0,10.0,0.1,0.6176470588235294
fold_id6,0.0,10.0,0.1,0.6764705882352942
fold_id7,0.0,10.0,0.1,0.5882352941176471
fold_id8,0.0,10.0,0.1,0.6176470588235294
fold_id9,0.0,10.0,0.1,0.4411764705882353
