,w,C,gamma,accuracy
fold_id0,4.5e-01,1.0,10.0,0.7566909975669099
fold_id1,0.45,1.0,10.0,0.7177615571776156
fold_id2,0.45,1.0,10.0,0.7299270072992701
fold_id3,0.45,1.0,10.0,0.7128953771289538
fold_id4,0.45,1.0,10.0,0.7445255474452555
fold_id5,0.45,1.0,10.0,0.7688564476885644
fold_id6,0.45,1.0,10.0,0.7931873479318735
fold_id7,0.45,1.0,10.0,0.7007299270072993
fold_id8,0.45,1.0,10.0,0.7591240875912408
fold_id9,0.45,1.0,10.0,0.7153284671532847
