,w,C,gamma,accuracy
fold_id0,4e-01,1.0,10.0,0.7518248175182481
fold_id1,0.4,1.0,10.0,0.7007299270072993
fold_id2,0.4,1.0,10.0,0.7396593673965937
fold_id3,0.4,1.0,10.0,0.7347931873479319
fold_id4,0.4,1.0,10.0,0.7153284671532847
fold_id5,0.4,1.0,10.0,0.7737226277372263
fold_id6,0.4,1.0,10.0,0.7712895377128953
fold_id7,0.4,1.0,10.0,0.7007299270072993
fold_id8,0.4,1.0,10.0,0.7591240875912408
fold_id9,0.4,1.0,10.0,0.7128953771289538
