,w,C,gamma,accuracy
fold_id0,1.0,100.0,1.0,0.7368421052631579
fold_id1,1.0,100.0,1.0,0.9473684210526315
fold_id2,1.0,100.0,1.0,0.8421052631578947
fold_id3,1.0,100.0,1.0,0.8421052631578947
fold_id4,1.0,100.0,1.0,0.8947368421052632
fold_id5,1.0,100.0,1.0,0.8421052631578947
fold_id6,1.0,100.0,1.0,0.8421052631578947
fold_id7,1.0,100.0,1.0,0.7894736842105263
fold_id8,1.0,100.0,1.0,0.8333333333333334
fold_id9,1.0,100.0,1.0,0.7777777777777778
