,w,C,gamma,accuracy
fold_id0,5e-01,1000.0,0.1,0.8407079646017699
fold_id1,0.5,1000.0,0.1,0.7610619469026548
fold_id2,0.5,1000.0,0.1,0.7256637168141593
fold_id3,0.5,1000.0,0.1,0.7964601769911505
fold_id4,0.5,1000.0,0.1,0.8230088495575221
fold_id5,0.5,1000.0,0.1,0.7699115044247787
fold_id6,0.5,1000.0,0.1,0.7767857142857143
fold_id7,0.5,1000.0,0.1,0.8303571428571429
fold_id8,0.5,1000.0,0.1,0.7232142857142857
fold_id9,0.5,1000.0,0.1,0.7857142857142857
