,w,C,gamma,accuracy
fold_id0,0.5,10.0,10.0,0.6
fold_id1,0.35000000000000003,10.0,10.0,0.5714285714285714
fold_id2,0.5,1.0,10.0,0.6285714285714286
fold_id3,0.5,1.0,10.0,0.6285714285714286
fold_id4,0.55,1000.0,10.0,0.5588235294117647
fold_id5,0.55,1.0,10.0,0.6470588235294118
fold_id6,0.5,1.0,10.0,0.7352941176470589
fold_id7,0.55,1000.0,10.0,0.6176470588235294
fold_id8,0.45,1.0,10.0,0.6470588235294118
fold_id9,0.5,1.0,10.0,0.6764705882352942
