,w,C,gamma,accuracy
fold_id0,0.45,1.0,10.0,0.6285714285714286
fold_id1,0.35,1000.0,10.0,0.6
fold_id2,0.55,1.0,10.0,0.6
fold_id3,0.55,1.0,10.0,0.6857142857142857
fold_id4,0.55,10.0,10.0,0.5882352941176471
fold_id5,0.45,1.0,10.0,0.5882352941176471
fold_id6,0.5,1.0,10.0,0.7647058823529411
fold_id7,0.65,100.0,10.0,0.5882352941176471
fold_id8,0.5,1.0,10.0,0.6470588235294118
fold_id9,0.35,10.0,1.0,0.5882352941176471
