,w,C,gamma,accuracy
fold_id0,0.55,10.0,0.1,0.7589285714285714
fold_id1,0.55,10.0,0.1,0.8035714285714286
fold_id2,0.55,10.0,0.1,0.7387387387387387
fold_id3,0.55,10.0,0.1,0.7297297297297297
fold_id4,0.55,10.0,0.1,0.7387387387387387
fold_id5,0.55,10.0,0.1,0.7657657657657657
fold_id6,0.55,10.0,0.1,0.7657657657657657
fold_id7,0.55,10.0,0.1,0.7747747747747747
fold_id8,0.55,10.0,0.1,0.7657657657657657
fold_id9,0.55,10.0,0.1,0.7747747747747747
