,w,C,gamma,accuracy
fold_id0,0.4,10.0,0.1,0.7767857142857143
fold_id1,0.4,10.0,0.1,0.7232142857142857
fold_id2,0.4,10.0,0.1,0.7297297297297297
fold_id3,0.4,10.0,0.1,0.7477477477477478
fold_id4,0.4,10.0,0.1,0.7567567567567568
fold_id5,0.4,10.0,0.1,0.7747747747747747
fold_id6,0.4,10.0,0.1,0.7657657657657657
fold_id7,0.4,10.0,0.1,0.7477477477477478
fold_id8,0.4,10.0,0.1,0.7117117117117117
fold_id9,0.4,10.0,0.1,0.8108108108108109
