,w,C,gamma,accuracy
fold_id0,0.9,100.0,0.1,0.6166666666666667
fold_id1,0.5,100.0,0.01,0.75
fold_id2,0.85,10.0,0.1,0.7166666666666667
fold_id3,0.65,10.0,0.01,0.6166666666666667
fold_id4,0.1,1000.0,0.001,0.7
fold_id5,0.55,10.0,0.01,0.7333333333333333
fold_id6,0.3,10.0,0.01,0.5833333333333334
fold_id7,0.8,10.0,0.1,0.6166666666666667
fold_id8,0.9,10.0,0.1,0.6666666666666666
fold_id9,0.55,100.0,0.01,0.6833333333333333
