,w,C,gamma,accuracy
fold_id0,0.45,10.0,1.0,0.7767857142857143
fold_id1,0.45,10.0,1.0,0.7589285714285714
fold_id2,0.45,10.0,1.0,0.7387387387387387
fold_id3,0.45,10.0,1.0,0.7297297297297297
fold_id4,0.45,10.0,1.0,0.7207207207207207
fold_id5,0.45,10.0,1.0,0.7207207207207207
fold_id6,0.45,10.0,1.0,0.7567567567567568
fold_id7,0.45,10.0,1.0,0.7297297297297297
fold_id8,0.45,10.0,1.0,0.7747747747747747
fold_id9,0.45,10.0,1.0,0.7297297297297297
