,w,C,gamma,accuracy
fold_id0,0.6,10.0,1.0,0.7767857142857143
fold_id1,0.6,10.0,1.0,0.7857142857142857
fold_id2,0.6,10.0,1.0,0.8018018018018018
fold_id3,0.6,10.0,1.0,0.7117117117117117
fold_id4,0.6,10.0,1.0,0.7297297297297297
fold_id5,0.6,10.0,1.0,0.6936936936936937
fold_id6,0.6,10.0,1.0,0.7837837837837838
fold_id7,0.6,10.0,1.0,0.7297297297297297
fold_id8,0.6,10.0,1.0,0.7837837837837838
fold_id9,0.6,10.0,1.0,0.7477477477477478
