,w,C,gamma,accuracy
fold_id0,3e-01,1000.0,1.0,0.8141592920353983
fold_id1,0.35,1000.0,0.1,0.7876106194690266
fold_id2,0.35,1000.0,0.1,0.6991150442477876
fold_id3,0.45,1000.0,0.1,0.7522123893805309
fold_id4,0.5,1000.0,0.1,0.8407079646017699
fold_id5,0.55,1000.0,1.0,0.6991150442477876
fold_id6,0.4,1000.0,0.1,0.7857142857142857
fold_id7,0.4,1000.0,1.0,0.7589285714285714
fold_id8,0.45,1000.0,1.0,0.7857142857142857
fold_id9,0.4,1000.0,0.1,0.8571428571428571
