,w,C,gamma,accuracy
fold_id0,0.7,100.0,0.01,0.6333333333333333
fold_id1,0.7,100.0,0.01,0.65
fold_id2,0.7,100.0,0.01,0.75
fold_id3,0.7,100.0,0.01,0.6333333333333333
fold_id4,0.7,100.0,0.01,0.6833333333333333
fold_id5,0.7,100.0,0.01,0.7333333333333333
fold_id6,0.7,100.0,0.01,0.6833333333333333
fold_id7,0.7,100.0,0.01,0.6166666666666667
fold_id8,0.7,100.0,0.01,0.7166666666666667
fold_id9,0.7,100.0,0.01,0.65
