,w,C,gamma,accuracy
fold_id0,0.6,100.0,0.01,0.6666666666666666
fold_id1,0.6,100.0,0.01,0.7
fold_id2,0.6,100.0,0.01,0.7333333333333333
fold_id3,0.6,100.0,0.01,0.5833333333333334
fold_id4,0.6,100.0,0.01,0.6833333333333333
fold_id5,0.6,100.0,0.01,0.7333333333333333
fold_id6,0.6,100.0,0.01,0.6666666666666666
fold_id7,0.6,100.0,0.01,0.6666666666666666
fold_id8,0.6,100.0,0.01,0.7333333333333333
fold_id9,0.6,100.0,0.01,0.6833333333333333
