,w,C,gamma,accuracy
fold_id0,0.7,10.0,1.0,0.7767857142857143
fold_id1,0.55,1.0,1.0,0.7767857142857143
fold_id2,0.45,1.0,1.0,0.7837837837837838
fold_id3,0.7,10.0,1.0,0.7387387387387387
fold_id4,0.7,1.0,1.0,0.7387387387387387
fold_id5,0.7,10.0,1.0,0.7117117117117117
fold_id6,0.6,1.0,1.0,0.7477477477477478
fold_id7,0.5,10.0,0.1,0.7657657657657657
fold_id8,0.55,10.0,0.1,0.7117117117117117
fold_id9,0.5,10.0,0.1,0.7657657657657657
