,w,C,gamma,accuracy
fold_id0,0.8,10.0,10.0,0.7857142857142857
fold_id1,0.85,1.0,10.0,0.7589285714285714
fold_id2,0.45,1.0,1.0,0.7837837837837838
fold_id3,0.75,10.0,1.0,0.7297297297297297
fold_id4,0.85,1.0,10.0,0.7477477477477478
fold_id5,0.75,10.0,1.0,0.7117117117117117
fold_id6,0.85,1.0,10.0,0.7747747747747747
fold_id7,0.75,10.0,1.0,0.7117117117117117
fold_id8,0.85,1.0,10.0,0.7837837837837838
fold_id9,0.8,1.0,10.0,0.7837837837837838
